,dayHistory,dayInfo,infoDate,infoDayweek,infoMonth,maxTemp,maxYear,minTemp,minYear,sunDown,sunUp,tempMax,tempMin
300," Народный прогноз погоды: В этот день почитается память преподобного Евфимия Нового, Солунского. Наши предки приметили, с какого числа в октябре пойдёт снег, с того числа весна откроется в апреле. И еще говорили: «Ефимий холодом корни трав и деревьев с землёй смыкает, всякое насекомое в жухлой траве укрывает, сон навевает».",  В Запорожье на протяжении всего дня стояла облачная погода. На протяжении всего дня шел дождь.  ,28,Суббота,октября,23.9°, 1966,-5.0°," 1947, 1951 ",17:29,07:16,+12°,+9°
301," Народный прогноз погоды: 29 октября отмечается день памяти святого Лонгина сотника. Наши предки в этот день обращали внимание на иней: если он долго на земле продержится, то в ближайшее время наступит сухая и солнечная погода, и будет потепление.","  В Запорожье ясная погода продержалась совсем немного в утреннее время, днем небо укрыли облака и не покинули его до позднего вечера. Без осадков.  ",29,Воскресенье,октября,22.0°, 1962,-6.0°, 1971 ,17:27,07:18,+10°,+3°
302," Народный прогноз погоды: 30 октября почитается память святого пророка Осии, который имел дар возвещать бедствия. В это время заканчивался летний путь и начинался зимний: «На пророка Осию колесо прощается с осью» - телегу в сарай ставили, сани на свет вытаскивали. А погоду предсказывали по кукушке: если она кукует на сухом дереве, то скоро будет мороз.","  В Запорожье солнце в этот день редко показывалось из-за облаков. Ночью был дождь, который к утру закончился. Во второй половине дня он начался снова и шел до самого вечера.  ",30,Понедельник,октября,21.8°, 1948,-4.4°, 1997 ,17:25,07:20,+9°,+4°
303," Народный прогноз погоды: В этот день почитается память святого апостола и евангелиста Луки. С этого дня свет быстро убывает. Долгота дня не превышает 9 часов. Наши предки 31 октября заглядывали в колодцы, чтобы узнать погоду на ближайшее время: перед морозом вода в колодцах и реках поднимается, перед дождем – опускается.",  Облачная погода продержалась в Запорожье до самого вечера. Утром и вечером шел дождь.  ,31,Вторник,октября,21.0°, 1960,-8.1°, 1951 ,17:24,07:21,+5°,+3°
304," Народный прогноз погоды: 1 ноября отмечается день памяти святого Садока, епископа Персидского. Издавна первый день ноября считался проводами осени, встречей зимы и отмечался повсюду. Если в этот день будет холодно и пойдет снег, то весна будет поздняя и холодная, а если сегодня случится оттепель — в следующем году весна будет теплой и ранней.",  В Запорожье на протяжении всего дня стояла облачная погода. Без осадков.  ,01,Среда,ноября,21.6°, 1994,-7.9°, 1956 ,17:22,07:23,+6°,+2°
305," Народный прогноз погоды: 21 января почитается память Емилиана, исповедника. Раньше метели и бураны в этот день были обычным явлением, о чём говорит и пословица: «Емельян, накрути буран». Следили в этот день в основном за ветром: если на Емельяна подует с юга — лето будет грозным, а если день выдастся ясным, то следует ожидать засушливого лета.","  На протяжении всего дня погода в Запорожье была пасмурной. На протяжении всего дня шел дождь, который ближе к вечеру закончился.  ",02,Четверг,ноября,20.1°, 1994,-9.3°, 1979 ,17:21,07:24,+9°,+4°
306, Народный прогноз погоды: В этот день почитается память преподобного Илариона Великого. В народе говорили: «В ноябре мороз приосанивается». Наши предки приметили: если 3 ноября стоит ясная безоблачная погода — это признак скорого быстрого понижения температуры.,  Весь день в Запорожье было облачно. Ночью был дождь. Утро прошло без осадков. В середине дня дождь начался снова и не успокоился до самого вечера.  ,03,Пятница,ноября,20.7°, 1994,-11.0°, 1979 ,17:19,07:26,+12°,+8°
307," Народный прогноз погоды: 4 ноября отмечается праздник Казанской иконы Божией Матери. Этот день считался очень удачным для свадеб. Происходит перелом погоды. Если на Казанскую день начнется туманом — оттепели быть, а если ясный день — жди похолодания. Если «небо заплачет, то следом за дождем и зима придет».","  С самого утра небо в Запорожье покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  ",04,Суббота,ноября,26.4°, 1994,-10.6°, 1979 ,17:18,07:27,+11°,+2°
308," Народный прогноз погоды: 5 ноября почитается память святого апостола Иакова. В старину у крестьян была традиция раскидывать куски Казанского (вчерашнего) пирога по полю, чтобы зимние птицы «прилетели к полю и своими голосами успокоили землю». Если на Якова выпадала снежная крупа или град, то считалось, что на Матренин день (22 ноября) зима на ноги встанет.",  В Запорожье облачная погода продержалась весь день. Без осадков.  ,05,Воскресенье,ноября,22.7°, 1994,-9.5°, 1956 ,17:16,07:29,+9°,+6°
309," Народный прогноз погоды: В этот день почитается память святого Арефы и отмечается день иконы Божией Матери «Всех скорбящих радость». В прежние времена с этого дня девицы собирались прясть и загадывали на суженого. Ночью 6 ноября может выпасть первый прочный снег. В старину приметили, если грибов уродилось мало — зима будет снежная и суровая.",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Без осадков.  ,06,Понедельник,ноября,19.1°, 1948,-9.4°, 1956 ,17:15,07:30,+8°,+4°
310," Народный прогноз погоды: 7 ноября почитается память святых Маркиана и Мартирия. Наши предки обратили внимание на то, что утром этого дня «или дождем заливает, или снегом заметает», так же был возможен и туман. В прежние времена говорили, что «в ноябре рассвет с сумерками среди дня встречаются».","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Весь день прошел без осадков, только вечером начался мелкий дождь.  ",07,Вторник,ноября,23.3°, 1994,-5.5°, 1946 ,17:13,07:32,+7°,+6°
311," Народный прогноз погоды: В этот день почитается память святого Димитрия Солунского. Если на Дмитрия тепло, то и всей зиме быть с мокрыми теплинами. Если «Дмитрий на снегу — весна будет поздняя». Хорошая же погода в этот день предвещала раннюю весну. А если на Дмитрия была багряная заря, стоило ожидать ветра.","  В Запорожье облачная погода продержалась весь день. Ночью прошел мелкий дождь, но уже к утру он закончился. Вся остальная часть дня прошла без осадков.  ",08,Среда,ноября,25.7°, 1994,-8.0°, 1956 ,17:12,07:33,+7°,+6°
312," Народный прогноз погоды: 9 ноября отмечается день памяти преподобного Нестора Летописца Печерского. С этого времени начинает по ночам замерзать вода. В старину говорили: «Сядет осень на бугор, обоймет колени — упадет в ее подол последний лист осенний». Наши предки приметили, если у зайца шерсть побелела — зима близко.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Ночью шел дождь. Утром он усилился, а к вечеру прекратился.  ",09,Четверг,ноября,25.4°, 1994,-10.0°, 1956 ,17:11,07:35,+6°,+5°
313," Народный прогноз погоды: 10 ноября почитается память святой Параскевы Пятницы. В этот день начинали мять, трепать и готовить лен для пряжи. Погоду в этот день предсказывали, как ни странно, комары: если 10 ноября их ещё можно было увидеть, то зима обещала быть мягкой.","  В Запорожье облачная погода продержалась весь день. Утром и днем осадков не наблюдалось, а вечером шел мелкий дождь.  ",10,Пятница,ноября,25.2°, 1994,-10.5°, 1956 ,17:09,07:36,+5°,+4°
314," Народный прогноз погоды: В этот день почитается память святой преподобной Анастасии Римляныни и преподобного Аврамия затворника. Охотники верили: «Если волки стаями бродят по полям, то жди больших несчастий: эпидемий, голода или войны». Если 11 ноября «небо заплачет, то следом за дождем и зима придет».",  На протяжении всего дня небо в Запорожье было покрыто облаками. Мелкий дождь шел все время. Во второй половине дня он усилился и не успокоился до самого вечера.  ,11,Суббота,ноября,21.8°, 1994,-12.9°, 1993 ,17:08,07:38,+7°,+4°
315," Народный прогноз погоды: 12 ноября отмечается день памяти святого Зиновия, епископа Егейского. Этот день считался птичьим праздником и назывался Зиновий-синичник. Птицы и предсказывали погоду: если синицы массово появлялись около домов — жди больших холодов. Если синичка свистит, то день будет ясный. А если синицы утром пищат, то к ночи мороз ударит.",  В Запорожье облачная погода продержалась весь день. Без осадков.  ,12,Воскресенье,ноября,17.7°, 1994,-11.4°, 1993 ,17:07,07:39,+11°,+8°
316," Народный прогноз погоды: 13 ноября почитается память апостолов от 70-ти: Стахия, Амплия, Урвана, Наркисса, Апеллия и Аристовула. В старину в этот день отмечали Юровую, праздник рыбаков. В народе говорили: «Хороший рыбак должен по клеву знать, что рыбу сазаном звать». Наши предки в этот день прислушивались к снегирю: если он свистит — скоро зима будет.",  Облачная погода продержалась в Запорожье до самого вечера. Без осадков.  ,13,Понедельник,ноября,17.2°, 1994,-10.6°, 1993 ,17:05,07:41,+10°,+4°
317," Народный прогноз погоды: В этот день почитается память бессребренников и чудотворцев Космы и Дамиана Ассийских. 14 ноября считался началом зимы и первых морозов: «Кузьма-Демьян — кузнец, кует лед на земле и на воде». Если на Кузьму дороги развезет грязью, не стоит ждать мороза до самого декабря. А если в этот день выпадет снег, то будущая весна будет с большим разливом.",  В Запорожье облачная погода продержалась весь день. Без осадков.  ,14,Вторник,ноября,15.3°, 1950,-9.9°, 1993 ,17:04,07:42,+19°,+8°
318," Народный прогноз погоды: 15 ноября отмечается день памяти святых Акиндина и Пигасия. В народе говорили: «Акиндин разжигает овин, Пегасий солнце гасит» — световой день становился все короче. Если на Акиндина небо заплачет, то следом за дождем и зима придет. А если в этот день низкий туман, то зима мягкой будет. С этого дня и до 20 ноября происходит устойчивое промерзание почвы.","  В Запорожье была пасмурная погода, которая прояснилась только к вечеру. Без осадков.  ",15,Среда,ноября,16.5°, 1994,-10.4°, 1993 ,17:03,07:44,+5°,0°
319," Народный прогноз погоды: 16 ноября почитается память святого Акепсима, Иосифа пресвитера и Аифала диакона. В прежние времена приметили, что с этого дня начинался ледостав. Если листопад к этому времени полностью закончится, надо ожидать крутой зимы. У рыбаков была своя примета: если на Акепсима первая рыба сорвётся с крючка, то улов будет неважным.",  В Запорожье на небе до позднего вечера не было ни облачка. Без осадков.  ,16,Четверг,ноября,18.7°, 1994,-10.8°, 1948 ,17:02,07:45,+6°,-4°
320," Народный прогноз погоды: В этот день почитается память преподобного Иоанникия Великого. В этот день опасаясь нечистой силы, люди старались никуда из дому не выходить. Наши предки приметили, если 17 ноября снега надует, то в следующем году хлеба прибудет. Также обращали внимание на уток: если их много оставалось зимовать, зима ожидалась теплой.","  С самого утра небо в Запорожье покрылось облаками, которые не покинули его до позднего вечера. Без осадков.  ",17,Пятница,ноября,16.7°, 1963,-13.4°, 1965 ,17:01,07:47,+8°,-3°
321," Народный прогноз погоды: 18 ноября отмечается день памяти святых Галактиона и Епистимии. В прежние времена в этот день девушки молились о женихах и умоляли Всевышнего послать им хорошего мужа. В этот день прогноз погоды определяли так: если стелется туман — будет тепло, а если иней на деревьях, надо готовится к морозу. С этого времени начинают менять шубки зайцы-беляки, белки, ласки.","  В Запорожье облачная погода продержалась весь день. Утро и день прошли без осадков, только ближе к вечеру начался сильный дождь.  ",18,Суббота,ноября,16.6°, 1947,-11.5°, 1993 ,17:00,07:48,+6°,0°
322," Народный прогноз погоды: 19 ноября почитается память святителя Павла и Варлаама Хутынского. Cнег в этот день обещает снежную зиму, которая особенно хороша для озимых. В прежние времена говорили: «Если лед на реке становится грудами, то и хлеба будут груды, а гладко — так и хлеба будет гладко». В первой трети ноября, около Михайлова дня (21 ноября), нередко бывает возврат тепла: задождит, затуманит, и пойдут оттепели.",  На протяжении всего дня небо в Запорожье было покрыто облаками. Утренний мелкий дождь днем усилился и продолжал идти до самого вечера.  ,19,Воскресенье,ноября,17.7°, 1966,-14.8°, 1993 ,16:59,07:50,+6°,+2°
323," Народный прогноз погоды: 20 ноября почитается память святого Феодота Корчемника. В народе святого называли Федот-ледостав, и говорили: «Святой Федот лед ведет». В этот день наблюдается устойчивое промерзание почвы, нередко земля покрывается первым снегом, замерзают водоемы.","  На протяжении всего дня небо в Запорожье было покрыто облаками. Мелкий дождь шел почти весь день. Утром он усилился, но к вечеру постепенно затих.  ",20,Понедельник,ноября,14.4°, 1966,-13.6°, 1993 ,16:58,07:51,+6°,+2°
324," Народный прогноз погоды: 21 ноября отмечается Собор Архистратига Михаила и прочих Небесных Сил бесплотных. Михайлов день считается рубежной датой — с этого дня «зима встает на ноги». В народе приметили, если в этот день появлялся иней, то ждали больших снегов; если день начинался туманом, ждали оттепели; а ясная погода в этот день говорила о грядущей морозной зиме.",  Облачная погода продержалась в Запорожье до самого вечера. Без осадков.  ,21,Вторник,ноября,16.5°, 1996,-9.1°, 1956 ,16:57,07:53,+3°,+1°
325," Народный прогноз погоды: В этот день почитается память преподобной Матроны. В народе день этот назывался Мороз Матрена. Крестьяне заметили, если гусь выйдет на лед, продолжение осени будет без морозов. А иней на деревьях в этот день, наоборот, предвещал мороз. Если на Матрену будет туман — к оттепели.","  Весь день в Запорожье было облачно. Во второй половине дня пошел дождь со снегом, который продолжался до самого вечера.  ",22,Среда,ноября,14.0°, 1962,-9.9°, 1956 ,16:56,07:54,+2°,-1°
326," Народный прогноз погоды: 23 ноября почитается память апостолов Ераста, Олимпа, Родиона. В народе говорили: «С Ераста жди ледяного наста». Иней на деревьях предвещал мороз, а туман — тепло. Однако, если в этот день на деревьях иней лежал с утра, то до самого Введения (4 декабря) морозы будут сменяться оттепелью. Погода в это время довольно изменчива: «Ераст на всё горазд: и на холод, и на голод, и на бездорожную метелицу».",  В Запорожье солнце в этот день редко показывалось из-за облаков. Без осадков.  ,23,Четверг,ноября,13.1°, 1994,-14.5°, 1956 ,16:55,07:55,+1°,-1°
327," Народный прогноз погоды: 24 ноября отмечается день преподобного Феодора Студита, исповедника. В народе говорили: «Федор Студит землю студит». Обычно с этого дня начинает студить и морозить: «Со Студита стужа, что ни день, то хуже». Часто это бывает снежный день. Если в этот день было сыро или шел снег, ждали оттепелей до Введенья (4 декабря). Если день был ясным, вскоре ожидали похолодания. По этому дню судили о предстоящей зиме: если день был тёплым, то и зима будет тёплой, и наоборот.",  На протяжении всего дня погода в Запорожье была пасмурной. Утром был мелкий снег. День и вечер прошли без осадков.  ,24,Пятница,ноября,13.8°, 1990,-13.0°, 1964 ,16:55,07:57,0°,-4°
328," Народный прогноз погоды: 25 ноября почитается память святителя Иоанна Милостивого, патриарха Александрийского. На Ивана обычно бывает снег. Если дождь на Ивана Милостивого, то, опять же, оттепели будут до Введения (4 декабря). В старину проделывали такой ритуал: в только что выпавший снег вставляли соломинку, если она провалится, значит, снег сойдет, если не провалится — снег останется на земле. Если снег в этот день выпадал, то считалось, что зима долго с места не сдвинется и весна будет поздней.",  На протяжении всего дня небо в Запорожье было покрыто облаками. Без осадков.  ,25,Суббота,ноября,13.7°, 1994,-18.1°, 1953 ,16:54,07:58,0°,-3°
329," Народный прогноз погоды: В этот день почитается память святителя Иоанна Златоустого, архиепископа Константинопольского. С прежних времен известно, что «на Златоуста все поле пусто». В это время «всякая зябь останавливается в росте», то есть земля погружается в сон до весны. В старину говорили: «Созывает зима на Ивана Златоуста свою свиту: вьюги и метели и даёт холодам наказ — оттепели унять». Иней на деревьях в этот день говорил, что можно ожидать хорошего урожая.","  В Запорожье солнце в этот день редко показывалось из-за облаков. Утром и днем осадков не наблюдалось, а вечером шел мелкий снег.  ",26,Воскресенье,ноября,13.6°, 1994,-19.1°, 1953 ,16:53,07:59,+3°,+1°
330," Народный прогноз погоды: 27 ноября отмечается день апостола Филиппа. Погода этого дня во многом определяла будущий урожай: иней на Филиппа — к урожаю овса, дождь — пшеницы. Если в этот день случается облачное небо или выпадет снег — к ненастному маю; иней на деревьях — к морозам, туман — к оттепели, а если ночью был иней, днем снег не выпадет. Прислушивались и к пернатым «соседям»: «На Филиппа ворона каркнет — к оттепели».",  В Запорожье на протяжении всего дня стояла облачная погода. Без осадков.  ,27,Понедельник,ноября,15.2°, 1977,-21.5°, 1953 ,16:52,08:01,0°,-5°
331," Народный прогноз погоды: 28 ноября почитается память исповедников Гурия, Самона и Авива. В народе этот день называли Гурьевым, и отмечали: «Уж коли ляжет на Гурия снег, так лежать ему до половодья», то есть до весны. Ещё говорили: «Гурьян на пегой кобыле землю объезжает» — стоит грязь и снег. Много снега в этот день предвещает урожайный год, а пасмурная погода — мокрый май.","  В Запорожье облачная погода продержалась весь день. Весь день прошел без осадков, только вечером начался дождь.  ",28,Вторник,ноября,16.2°, 1949,-17.8°, 1953 ,16:52,08:02,+4°,-3°
332," Народный прогноз погоды: В этот день почитается память апостола и евангелиста Матвея. В народе говорили: «Если на Матвея ветры веют буйные — быть вьюгам-метелям до Николы Зимнего (19 декабря)». Холодный Матвей предвещает суровую зиму. В этот день может быть как оттепель, так и настоящая стужа. В прежние времена говорили: «На святого Матвея зима потеет», тоесть земля под снегом преет.",  На протяжении всего дня небо в Запорожье было покрыто облаками. С утра и до позднего вечера шел дождь.  ,29,Среда,ноября,16.5°, 1949,-12.7°, 1993 ,16:51,08:03,0°,-2°
333," Народный прогноз погоды: 30 ноября отмечается день памяти святителя Григория чудотворца, епископа Неокесарийского. В народе этого святого называли Зимоуказателем, поскольку погода в этот день указывала на то, какой будет погода грядущей зимой. Если на Григория стояла хорошая погода, то и зима обещала быть хорошей, если погода была плохой, то и зима плохой будет. С этого дня устанавливаются устойчивые морозы и землю застилает снежный покров.",  В Запорожье солнце в этот день редко показывалось из-за облаков. Без осадков.  ,30,Четверг,ноября,14.3°, 1994,-10.4°, 1959 ,16:51,08:05,+4°,0°
334," Народный прогноз погоды: 11 февраля отмечается перенесение мощей святого Игнатия Богоносца. В прежние времена в этот день наши предки слушали лес: если он шумел, они ожидали оттепели. Считается, что с 3 по 11 февраля проходит семь морозных утренников, когда мороз особенно свирепствует. Погода в этот день часто бывала переменчивой, поэтому о ней говорили: «и теплом приласкает, и морозом отдубасит».","  В Запорожье облачная погода продержалась весь день. Утром был дождь. Ближе к середине дня он прекратился, а вечером пошел снова.  ",01,Пятница,декабря,13.2°, 1964,-12.5°, 1998 ,16:50,08:06,+7°,+6°
335," Народный прогноз погоды: 21 февраля отмечается день памяти пророка Захария Серповидца, а так же Феодора Стратилата. Если ночью гром прогремел, можно было рассчитывать на богатый урожай, большой приплод у животных и частые дожди летом. Нашими предками было подмечено, что чем холоднее последняя неделя февраля, тем более теплым окажется март месяц.",  В Запорожье облачная погода продержалась весь день. Без осадков.  ,02,Суббота,декабря,14.7°, 1964,-15.0°, 1998 ,16:50,08:07,+9°,+6°
336," Народный прогноз погоды: 3 декабря почитается память святителя Прокла. Особой проблемой в прежние времена были дороги, поскольку сухая осенняя погода уже закончилась, а санный путь еще не наладился, говорили: «Матушка зима еще снегом дороги не припекла», «Не жди в этот день от дороги прока». По погоде 3 декабря наши предки судили о погоде на 3 июня — если пойдет снег, то через полгода быть дождю.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Утренний мелкий дождь во второй половине дня усилился, но вскоре прекратился.  ",03,Воскресенье,декабря,13.6°, 1961,-14.5°, 1958 ,16:49,08:08,+8°,+5°
337," Народный прогноз погоды: 4 декабря отмечается праздник Введения во храм Пресвятой Богородицы. В прежнее время этот день называли «воротами зимы» и говорили: «Введение пришло — зиму привело». Погода этого дня может быть очень изменчивой: и морозной, и теплой. Наши предки приметили, если на Введение похолодает, то зима будет строгой. Если снег выпадает до Введения, то он может растаять, если после — то не растает до весны.","  На протяжении всего дня небо в Запорожье было покрыто облаками. Первая половина дня прошла без осадков. После обеда начался мелкий дождь, но он закончился еще до наступления вечера.  ",04,Понедельник,декабря,12.4°," 1986, 2008",-13.2°, 1958 ,16:49,08:09,+8°,0°
338," Народный прогноз погоды: 5 декабря почитается память святого Прокопия. На этот день в народе существовало множество поговорок, и связаны они были со становлением санного пути: «Прокоп по снегу ступает — дорогу копает», «Пришёл Прокоп — разрыл сугроб», «Прокоп дорожку прокопает, а Екатерина (7 декабря) укатает». В этот день заглядывали и в птичьи гнезда: если в них много пуха, сухой травы и соломы — пернатые предчувствуют холодную зиму.","  В Запорожье солнце в этот день редко показывалось из-за облаков. Ночь и утро прошли без осадков. Днем начался снег, который к вечеру закончился.  ",05,Вторник,декабря,14.3°, 1976,-16.5°, 1993 ,16:49,08:10,+2°,-1°
339," Народный прогноз погоды: В этот день почитается память благоверного князя Александра Невского и святителя Митрофана. Наши предки обратили внимание на то, что если 6 декабря моросит снег и приходит ветер с севера, то через полгода — 6 июня — будет моросить дождь и дуть северный ветер. В это время крестьяне праздновали становление санного пути по снегу и по льду.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Ночной дождь со снегом к утру затих. Днем он пошел с большей силой, а к вечеру ослабел.  ",06,Среда,декабря,11.6°," 1976, 2008",-16.0°, 1959 ,16:49,08:12,+3°,-2°
340," Народный прогноз погоды: 7 декабря отмечается день святой Екатерины. Екатерина считается покровительницей брака и невест, поэтому в народе её ещё называют Женодавица. В этот день устраивались народные гулянья, катание на санках с горок — санницы. В народе говорили: «Молодая зима с гор на санках катается»; «С Катерины зима доймет не мытьем, так катанием, не голодом, так холодом». Ясная погода на Екатерину предвещала морозную зиму.","  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Днем начался снег, а вечером ему на смену пришел дождь со снегом.  ",07,Четверг,декабря,11.4°," 1961, 2008",-18.5°, 1959 ,16:48,08:13,+3°,+1°
341," Народный прогноз погоды: 8 декабря почитается память святого Климента, папы Римского. В народе этот день называется Климентьевым: «В день святого Климента зима клин клином вышибает» — с этого времени наступает пора сильных морозов: «Климент морозом у мужика слезу гонит»; «Мороз насыпал белых роз». На Климента боялись увидеть в селениях полевых мышей, поскольку их приближение к домам указывало на холодную зиму.","  В Запорожье на протяжении всего дня стояла облачная погода. Утром начался мелкий дождь, который закончился только ближе к вечеру.  ",08,Пятница,декабря,12.1°, 2005,-17.1°, 1959 ,16:48,08:14,+5°,+1°
342," Народный прогноз погоды: 9 декабря отмечается Юрьев день. В народе этот день назывался Егорий Зимний, Юрий Холодный. В Юрьев день слушали воду в колодцах: если тихо, не волнуется вода, то зима будет теплой, а послышатся звуки — следует ожидать сильных вьюг и морозов. По Егорьеву дню определяли и будущий урожай: «Если до осеннего Егория выпадет много снега, то на весеннего — будет трава».",  В Запорожье солнце в этот день редко показывалось из-за облаков. Без осадков.  ,09,Суббота,декабря,10.8°, 1981,-17.5°, 2002 ,16:48,08:15,+8°,+2°
343," Народный прогноз погоды: В этот день почитается память святого Романа, который имел дар исцеления телесных недугов и прожил в затворе. Единственным предсказателем погоды в этот день для наших предков служил заяц. Если шкура зайца была покрыта пятнами, зиму в наступающем году следует ждать мягкую. В это время у лосей отпадают старые рога. А рыба ложится в зимовальные ямы, на дно.",  С утра и до самого вечера небо в Запорожье было скрыто за облаками. Всю вторую половину дня шел дождь.  ,10,Воскресенье,декабря,11.0°, 1967,-18.2°, 1945 ,16:48,08:16,+12°,+2°
344," Народный прогноз погоды: 11 декабря почитается память трех святых — Василия, Стефана, Григория. Наши предки в этот день судили о предстоящем лете: если сухо и холодно в этот день — быть лету жарким, а если день теплым будет — лето будет холодным. Также обращали внимание на снег: если он выпал этой ночью, то будет лежать, а если днем — не задержится. В старину была традиция 11 декабря слушать воду в колодцах: если слышен плеск, значит и деньги будут водиться.","  В Запорожье солнце в этот день редко показывалось из-за облаков. Днем пошел дождь, но до наступления вечера он прекратился.  ",11,Понедельник,декабря,10.9°, 1979,-19.4°, 1968 ,16:48,08:16,+7°,0°
345," Народный прогноз погоды: 12 декабря отмечается день памяти святого Парамона. В народе этот день назывался Задуй полы или Заснежи долы, поскольку для этого дня характерны сильные морозы и снег: «С Парамона земля каменеет, речка стынет». Если в этот день снега много выпадет, то провоет метель еще семь дней. А если снежные хлопья стали крупными, значит, оттепель будет.",  На протяжении всего дня погода в Запорожье была пасмурной. Без осадков.  ,12,Вторник,декабря,12.2°, 1979,-19.1°, 1968 ,16:48,08:17,+10°,+6°
346," Народный прогноз погоды: 13 декабря почитается память святого апостола Андрея Первозванного. Андрей Первозванный почитается покровителем морского искусства, поскольку перед тем, как стать апостолом, был рыбаком. Наши предки продолжали на Андрея «наслушивать» воду. Если в колодце тихо — хорошая зима будет; а если шумит — надо готовится к морозам, бурям и метелям.",  В Запорожье на протяжении всего дня стояла облачная погода. Без осадков.  ,13,Среда,декабря,11.8°, 1981,-14.4°, 1946 ,16:48,08:18,+8°,+7°
